"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-01",98.69752,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-02",98.50696,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-03",98.34988,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-04",98.25806,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-05",98.20577,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-06",98.16659,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-07",98.13055,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-08",98.10834,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-09",98.13218,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-10",98.24306,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-11",98.4318,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-12",98.70346,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-01",99.06396,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-02",99.42374,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-03",99.658,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-04",99.6678,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-05",99.56644,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-06",99.49441,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-07",99.54543,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-08",99.66316,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-09",99.76546,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-10",99.80205,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-11",99.82744,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-12",99.92936,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-01",100.1683,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-02",100.4404,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-03",100.5895,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-04",100.4851,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-05",100.2245,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-06",99.92141,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-07",99.65092,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-08",99.43701,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-09",99.31264,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-10",99.32329,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-11",99.44096,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-12",99.65871,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-01",99.97813,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-02",100.2968,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-03",100.4747,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-04",100.4011,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-05",100.2023,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-06",100.0349,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-07",100.0041,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-08",100.0503,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-09",100.0853,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-10",100.0514,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-11",99.9916,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-12",99.97797,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-01",100.0666,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-02",100.2059,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-03",100.3232,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-04",100.3612,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-05",100.3353,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-06",100.2612,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-07",100.1453,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-08",100.0239,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-09",99.93865,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-10",99.91794,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-11",99.92181,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-12",99.89773,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-01",99.81178,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-02",99.70779,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-03",99.6531,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-04",99.7022,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-05",99.81123,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-06",99.92908,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-07",100.0287,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-08",100.1294,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-09",100.2675,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-10",100.4656,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-11",100.6645,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-12",100.771,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-01",100.7042,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-02",100.5343,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-03",100.339,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-04",100.1635,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-05",100.0049,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-06",99.84779,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-07",99.68215,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-08",99.52065,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-09",99.38869,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-10",99.31075,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-11",99.26692,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-12",99.23582,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-01",99.20332,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-02",99.15865,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-03",99.0918,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-04",99.00308,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-05",98.93501,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-06",98.95573,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-07",99.12196,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-08",99.35305,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-09",99.54528,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-10",99.62128,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-11",99.61829,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-12",99.57716,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-01",99.51023,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-02",99.40737,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-03",99.23283,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-04",98.95794,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-05",98.66557,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-06",98.4743,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-07",98.48023,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-08",98.5975,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-09",98.72777,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-10",98.81822,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-11",98.90665,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-12",99.06602,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-01",99.35121,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-02",99.67457,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-03",99.90652,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-04",99.93791,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-05",99.83377,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-06",99.66163,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-07",99.45543,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-08",99.24738,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-09",99.0638,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-10",98.92279,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-11",98.8074,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-12",98.70142,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-01",98.59963,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-02",98.50858,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-03",98.44314,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-04",98.4124,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-05",98.37988,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-06",98.2943,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-07",98.1221,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-08",97.93299,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-09",97.82672,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-10",97.87674,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-11",97.991,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-12",98.03726,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-01",97.90417,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-02",97.63033,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-03",97.2568,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-04",96.82053,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-05",96.44727,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-06",96.33209,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-07",96.65676,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-08",97.24907,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-09",97.92441,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-10",98.55968,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-11",99.08421,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-12",99.40546,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-01",99.44559,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-02",99.38119,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-03",99.42787,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-04",99.72934,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-05",100.1353,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-06",100.4262,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-07",100.4329,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-08",100.2718,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-09",100.0931,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-10",99.99567,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-11",99.96124,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-12",99.95115,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2009-01",94.67818,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2009-02",94.88457,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2009-03",95.27319,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2009-04",95.68081,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2009-05",96.27658,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2009-06",96.82,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2009-07",97.37287,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2009-08",97.94468,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2009-09",98.46909,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2009-10",98.8352,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2009-11",98.91513,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2009-12",98.75852,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2010-01",99.0582,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2010-02",99.38264,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2010-03",99.82747,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2010-04",100.3746,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2010-05",100.8223,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2010-06",101.0591,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2010-07",101.4639,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2010-08",101.897,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2010-09",102.3285,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2010-10",102.4893,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2010-11",102.2113,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2010-12",101.9788,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2011-01",101.8166,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2011-02",101.8099,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2011-03",101.7076,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2011-04",101.7437,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2011-05",101.9721,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2011-06",102.1462,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2011-07",101.8867,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2011-08",101.5757,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2011-09",101.2804,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2011-10",101.1888,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2011-11",100.8963,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2011-12",100.5355,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2012-01",100.4428,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2012-02",100.4552,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2012-03",100.3685,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2012-04",100.1147,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2012-05",99.80701,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2012-06",99.6898,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2012-07",99.86395,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2012-08",100.1437,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2012-09",100.263,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2012-10",99.9777,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2012-11",99.62264,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2012-12",99.56021,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2013-01",99.48174,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2013-02",99.53301,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2013-03",99.68918,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2013-04",99.67641,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2013-05",99.53563,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2013-06",99.48324,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2013-07",99.76173,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2013-08",99.92524,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2013-09",99.95854,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2013-10",99.99648,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2013-11",99.98648,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2013-12",99.90582,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2014-01",99.80879,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2014-02",99.79128,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2014-03",99.77409,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2014-04",99.72277,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2014-05",100.0723,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2014-06",100.7005,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2014-07",101.1998,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2014-08",101.4228,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2014-09",101.3737,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2014-10",101.1748,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2014-11",100.9128,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2014-12",100.7597,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2015-01",100.6212,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2015-02",100.4397,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2015-03",100.4789,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2015-04",100.6398,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2015-05",100.6862,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2015-06",100.6465,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2015-07",100.7004,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2015-08",100.9392,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2015-09",100.9618,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2015-10",100.8178,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2015-11",100.5771,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2015-12",100.1094,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2016-01",99.64538,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2016-02",99.5265,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2016-03",100.0021,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2016-04",100.455,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2016-05",100.6089,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2016-06",100.6512,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2016-07",100.8514,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2016-08",101.0474,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2016-09",101.1947,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2016-10",101.1689,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2016-11",101.0421,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2016-12",100.9994,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2017-01",101.0021,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2017-02",100.7158,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2017-03",100.4272,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2017-04",100.375,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2017-05",100.6782,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2017-06",100.9932,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2017-07",100.8869,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2017-08",100.9178,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2017-09",101.149,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2017-10",101.5091,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2017-11",101.8425,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2017-12",101.6198,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2018-01",101.2412,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2018-02",101.0276,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2018-03",101.2095,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2018-04",101.4748,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2018-05",101.6019,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2018-06",101.5725,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2018-07",101.5676,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2018-08",101.3808,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2018-09",101.1611,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2018-10",101.1381,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2018-11",101.173,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2018-12",101.3676,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2019-01",101.4211,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2019-02",101.2729,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2019-03",101.1766,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2019-04",101.2362,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2019-05",101.1104,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2019-06",100.9665,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2019-07",100.9638,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2019-08",100.9821,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2019-09",101.0023,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2019-10",100.8876,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2019-11",100.7158,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2019-12",100.431,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-01",100.0726,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-02",99.48277,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-03",98.57474,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-04",97.91961,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-05",98.59995,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-06",99.79597,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-07",100.7671,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-08",101.3203,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-09",101.5281,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-10",101.7726,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-11",102.0644,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-12",102.0758,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2021-01",102.2264,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2021-02",102.4446,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2021-03",102.549,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2021-04",102.7656,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2021-05",103.3928,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2021-06",104.1128,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2021-07",104.439,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2021-08",104.5887,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2021-09",104.5472,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2021-10",104.515,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2021-11",104.2606,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2009-01",96.58578,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2009-02",96.20595,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2009-03",96.07181,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2009-04",96.3058,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2009-05",96.66759,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2009-06",96.99048,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2009-07",97.31857,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2009-08",97.64622,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2009-09",97.93296,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2009-10",98.25913,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2009-11",98.63275,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2009-12",99.0219,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2010-01",99.3865,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2010-02",99.64771,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2010-03",99.8223,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2010-04",99.99528,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2010-05",100.1921,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2010-06",100.3614,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2010-07",100.5217,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2010-08",100.6071,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2010-09",100.6971,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2010-10",100.9,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2010-11",101.1691,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2010-12",101.4275,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2011-01",101.5483,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2011-02",101.5171,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2011-03",101.4361,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2011-04",101.2904,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2011-05",101.0752,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2011-06",100.8175,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2011-07",100.5098,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2011-08",100.1661,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2011-09",99.80135,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2011-10",99.61961,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2011-11",99.55249,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2011-12",99.45642,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2012-01",99.38246,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2012-02",99.28262,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2012-03",99.11495,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2012-04",98.81876,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2012-05",98.52892,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2012-06",98.45123,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2012-07",98.37255,
